,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR
7.,150 ,OBČINA BLOKE,"796.052,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","796.052,17 ","0,00 ","796.052,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","162.401,58 ","5.605,24 ","5.605,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","148.427,92 ","148.427,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.368,42 ","8.368,42 ","479.952,10 ","4.396,85 ","4.396,85 ","475.555,25 ","475.555,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","126.576,21 ","0,00 ","0,00 ","0,00 ","0,00 ","124.159,21 ","124.159,21 ","2.417,00 ","2.417,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.384,61 ","2.989,92 ","2.989,92 ","137.394,69 ","137.394,69 ","0,00 ","0,00 ","0,00 ","0,00 ","131.254,38 ","131.254,38 ","0,00 ","131.254,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.836.621,05 "
8.,4 ,OBČINA BOHINJ,"359.722,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","342.419,52 ","0,00 ","342.419,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.302,81 ","17.302,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","318.463,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","164.154,31 ","164.154,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.167,80 ","30.167,80 ","124.141,34 ","124.141,34 ","199.171,94 ","0,00 ","0,00 ","136.549,20 ","136.549,20 ","5.535,37 ","5.535,37 ","57.087,37 ","57.087,37 ","0,00 ","0,00 ","282.085,87 ","45.018,55 ","45.018,55 ","54.613,60 ","54.613,60 ","177.137,40 ","177.137,40 ","5.316,32 ","5.316,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.932,39 ","17.910,39 ","17.910,39 ","8.022,00 ","8.022,00 ","0,00 ","0,00 ","0,00 ","0,00 ","336.630,00 ","336.630,00 ","1.680,00 ","334.950,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.522.005,98 "
9.,5 ,OBČINA BOROVNICA,"16.913,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.615,94 ","0,00 ","13.615,94 ","0,00 ","0,00 ","3.297,10 ","3.297,10 ","0,00 ","0,00 ","0,00 ","0,00 ","1.329,05 ","1.329,05 ","1.329,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.500,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.216,46 ","12.216,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.284,00 ","1.284,00 ","134.875,33 ","0,00 ","0,00 ","134.875,33 ","134.875,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","255.925,05 ","120.979,14 ","120.979,14 ","69.296,59 ","69.296,59 ","64.669,64 ","64.669,64 ","979,68 ","979,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.150,52 ","7.908,72 ","7.908,72 ","12.241,80 ","12.241,80 ","0,00 ","0,00 ","0,00 ","0,00 ","40.932,94 ","40.932,94 ","0,00 ","40.932,94 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","483.626,39 "
10.,6 ,OBČINA BOVEC,"548.979,55 ","3.941,92 ","3.941,92 ","0,00 ","0,00 ","0,00 ","0,00 ","531.332,19 ","0,00 ","531.332,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.705,44 ","13.705,44 ","0,00 ","0,00 ","0,00 ","90,00 ","0,00 ","0,00 ","90,00 ","90,00 ","1.791.921,18 ","0,00 ","0,00 ","0,00 ","267.233,48 ","267.233,48 ","0,00 ","0,00 ","19.457,27 ","0,00 ","0,00 ","19.457,27 ","106.650,01 ","106.650,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","467.957,70 ","467.957,70 ","930.622,72 ","930.622,72 ","1.195.622,42 ","0,00 ","0,00 ","1.195.622,42 ","1.195.622,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","153.887,17 ","114.665,08 ","114.665,08 ","31.919,98 ","31.919,98 ","0,00 ","0,00 ","7.302,11 ","7.302,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","120.091,48 ","28.470,70 ","28.470,70 ","91.620,78 ","91.620,78 ","0,00 ","0,00 ","0,00 ","0,00 ","27.514,97 ","27.514,97 ","0,00 ","27.514,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.838.106,77 "
11.,151 ,OBČINA BRASLOVČE,"20.041,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.041,18 ","0,00 ","20.041,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.801,12 ","3.801,12 ","3.801,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","127.791,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","124.047,61 ","124.047,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.743,55 ","3.743,55 ","9.227,70 ","0,00 ","0,00 ","9.227,70 ","9.227,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","49.728,10 ","0,00 ","0,00 ","23.167,92 ","23.167,92 ","195,18 ","195,18 ","26.365,00 ","26.365,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.221,76 ","0,00 ","0,00 ","32.221,76 ","32.221,76 ","0,00 ","0,00 ","0,00 ","0,00 ","998.591,64 ","998.591,64 ","0,00 ","998.591,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.241.402,66 "
12.,7 ,OBČINA BRDA,"33.513,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.389,00 ","0,00 ","30.389,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.124,00 ","3.124,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","671.643,00 ","0,00 ","0,00 ","0,00 ","18.649,00 ","18.649,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","581.986,00 ","581.986,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.776,00 ","41.776,00 ","29.232,00 ","29.232,00 ","453.612,00 ","0,00 ","0,00 ","453.612,00 ","453.612,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","298.041,00 ","33.700,00 ","33.700,00 ","0,00 ","0,00 ","254.584,00 ","254.584,00 ","9.757,00 ","9.757,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.311,00 ","8.418,00 ","8.418,00 ","18.893,00 ","18.893,00 ","0,00 ","0,00 ","0,00 ","0,00 ","63.063,00 ","63.063,00 ","0,00 ","63.063,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.547.183,00 "
13.,8 ,OBČINA BREZOVICA,"283.341,24 ","13.731,51 ","13.185,51 ","546,00 ","0,00 ","0,00 ","0,00 ","258.466,35 ","0,00 ","258.466,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.143,38 ","11.143,38 ","23.808,34 ","23.808,34 ","23.808,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.037.090,75 ","0,00 ","0,00 ","0,00 ","2.917,17 ","0,00 ","2.917,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","742.420,12 ","742.420,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.642,16 ","20.642,16 ","271.111,30 ","271.111,30 ","421.721,80 ","0,00 ","0,00 ","421.721,80 ","421.721,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","871.527,64 ","0,00 ","0,00 ","0,00 ","0,00 ","773.352,08 ","773.352,08 ","98.175,56 ","98.175,56 ","60.212,20 ","0,00 ","0,00 ","60.212,20 ","60.212,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","581.032,98 ","0,00 ","0,00 ","581.032,98 ","581.032,98 ","0,00 ","0,00 ","0,00 ","0,00 ","697.972,38 ","697.972,38 ","223.753,38 ","474.219,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.976.707,33 "
14.,9 ,OBČINA BREŽICE,"2.339.919,76 ","6.428,80 ","6.428,80 ","0,00 ","0,00 ","0,00 ","0,00 ","2.177.481,75 ","0,00 ","2.177.481,75 ","0,00 ","0,00 ","2.520,00 ","2.520,00 ","0,00 ","0,00 ","153.489,21 ","153.489,21 ","28.130,51 ","28.130,51 ","28.130,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.043.649,09 ","0,00 ","0,00 ","0,00 ","9.600,00 ","9.600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.028.263,50 ","2.028.263,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.785,59 ","5.785,59 ","4.391.735,17 ","3.885,60 ","3.885,60 ","4.387.849,57 ","4.387.849,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","775.456,45 ","79.469,94 ","79.469,94 ","217.230,24 ","217.230,24 ","281.179,59 ","281.179,59 ","197.576,68 ","197.576,68 ","180.682,59 ","0,00 ","0,00 ","180.682,59 ","180.682,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","450.565,21 ","73.717,20 ","73.717,20 ","375.648,01 ","375.648,01 ","0,00 ","0,00 ","1.200,00 ","1.200,00 ","1.952.403,62 ","1.952.403,62 ","0,00 ","1.952.403,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.162.542,40 "
15.,152 ,OBČINA CANKOVA,"8.558,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.558,60 ","0,00 ","8.558,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.462,05 ","0,00 ","0,00 ","15.462,05 ","15.462,05 ","141.088,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130.290,60 ","130.290,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.797,42 ","10.797,42 ","9.918,91 ","0,00 ","0,00 ","0,00 ","0,00 ","9.918,91 ","9.918,91 ","0,00 ","0,00 ","0,00 ","0,00 ","109.306,92 ","0,00 ","0,00 ","3.996,00 ","3.996,00 ","92.107,53 ","92.107,53 ","13.203,39 ","13.203,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.400,52 ","32.853,85 ","32.853,85 ","8.546,67 ","8.546,67 ","0,00 ","0,00 ","1.000,00 ","1.000,00 ","84.177,55 ","84.177,55 ","21.288,96 ","62.888,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.770,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.770,93 ","3.770,93 ","414.683,50 "
16.,11 ,MESTNA OBČINA CELJE,"6.902.493,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.700.274,00 ","0,00 ","6.700.274,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","202.219,00 ","202.219,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.390.734,00 ","0,00 ","0,00 ","0,00 ","69.448,00 ","0,00 ","69.448,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","886.903,00 ","886.903,00 ","0,00 ","0,00 ","0,00 ","276.110,00 ","276.110,00 ","0,00 ","0,00 ","158.273,00 ","158.273,00 ","15.359.535,00 ","15.359.535,00 ","15.359.535,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.478.111,00 ","0,00 ","0,00 ","594.971,00 ","594.971,00 ","883.140,00 ","883.140,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.409.752,00 ","0,00 ","0,00 ","2.409.752,00 ","2.409.752,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.873.531,00 ","7.718.287,00 ","329.175,00 ","7.389.112,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","155.244,00 ","155.244,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.414.156,00 "
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"32.329,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.329,00 ","0,00 ","32.329,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","434.725,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","434.725,00 ","434.725,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","84.115,00 ","15.650,00 ","15.650,00 ","68.465,00 ","68.465,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","282.941,00 ","0,00 ","0,00 ","0,00 ","0,00 ","254.036,00 ","254.036,00 ","28.905,00 ","28.905,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","691.290,00 ","40.186,00 ","40.186,00 ","651.104,00 ","651.104,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.590,00 ","19.590,00 ","3.000,00 ","16.590,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.544.990,00 "
18.,13 ,OBČINA CERKNICA,"65.351,29 ","28.969,40 ","28.969,40 ","0,00 ","0,00 ","0,00 ","0,00 ","26.976,33 ","0,00 ","26.976,33 ","0,00 ","0,00 ","9.405,56 ","9.405,56 ","0,00 ","0,00 ","0,00 ","0,00 ","10.671,24 ","10.671,24 ","10.671,24 ","33.638,38 ","0,00 ","0,00 ","33.638,38 ","33.638,38 ","1.741.616,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.660.577,16 ","1.660.577,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.125,44 ","8.125,44 ","72.913,75 ","72.913,75 ","218.183,54 ","0,00 ","0,00 ","218.183,54 ","218.183,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.188.803,87 ","32.998,72 ","32.998,72 ","249.561,95 ","249.561,95 ","889.693,11 ","889.693,11 ","16.550,09 ","16.550,09 ","2.580,00 ","0,00 ","0,00 ","2.580,00 ","2.580,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","178.152,35 ","12.152,06 ","12.152,06 ","166.000,29 ","166.000,29 ","0,00 ","0,00 ","0,00 ","0,00 ","1.920.761,68 ","1.920.761,68 ","1.140,00 ","1.919.621,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.359.758,70 "
19.,14 ,OBČINA CERKNO,"90.434,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","89.984,00 ","0,00 ","89.984,00 ","0,00 ","0,00 ","450,00 ","450,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.908,00 ","948,00 ","948,00 ","960,00 ","960,00 ","2.681.334,00 ","0,00 ","0,00 ","0,00 ","86.525,00 ","25.379,00 ","61.146,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.674.091,00 ","1.674.091,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","93.062,00 ","93.062,00 ","827.656,00 ","827.656,00 ","225.839,00 ","45.302,00 ","45.302,00 ","180.537,00 ","180.537,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","111.182,00 ","0,00 ","0,00 ","0,00 ","0,00 ","105.956,00 ","105.956,00 ","5.226,00 ","5.226,00 ","3.600,00 ","0,00 ","0,00 ","3.600,00 ","3.600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","45.093,00 ","21.332,00 ","21.332,00 ","23.761,00 ","23.761,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.630,00 ","30.630,00 ","21.161,00 ","9.469,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","63.052,00 ","0,00 ","0,00 ","0,00 ","0,00 ","495,00 ","495,00 ","62.557,00 ","62.557,00 ","3.253.072,00 "
20.,153 ,OBČINA CERKVENJAK,"688.328,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","686.651,56 ","0,00 ","686.651,56 ","0,00 ","0,00 ","1.676,54 ","1.676,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","337.750,17 ","2.480,48 ","2.480,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","255.005,68 ","255.005,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","473,62 ","473,62 ","79.790,39 ","79.790,39 ","91.463,68 ","0,00 ","0,00 ","91.463,68 ","91.463,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.735,99 ","0,00 ","0,00 ","21.761,40 ","21.761,40 ","90.390,36 ","90.390,36 ","28.584,23 ","28.584,23 ","1.915,33 ","0,00 ","0,00 ","1.915,33 ","1.915,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.295,64 ","14.231,00 ","14.231,00 ","10.064,64 ","10.064,64 ","0,00 ","0,00 ","0,00 ","0,00 ","28.194,32 ","28.194,32 ","20.438,44 ","7.755,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.436,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.436,58 ","31.436,58 ","1.344.119,81 "
21.,196 ,OBČINA CIRKULANE,"11.826,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.826,76 ","0,00 ","11.826,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.965,92 ","0,00 ","0,00 ","3.965,92 ","3.965,92 ","919.561,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","919.561,12 ","919.561,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.023,41 ","0,00 ","0,00 ","3.004,95 ","3.004,95 ","20.018,46 ","20.018,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","93.455,74 ","54.074,60 ","54.074,60 ","39.381,14 ","39.381,14 ","0,00 ","0,00 ","0,00 ","0,00 ","823.617,04 ","823.617,04 ","810.591,09 ","13.025,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.875.449,99 "
22.,15 ,OBČINA ČRENŠOVCI,"33.031,49 ","18.638,22 ","18.638,22 ","0,00 ","0,00 ","0,00 ","0,00 ","14.393,27 ","0,00 ","14.393,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","977.283,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","960.066,41 ","960.066,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.217,06 ","17.217,06 ","162.105,27 ","0,00 ","0,00 ","162.105,27 ","162.105,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","190.428,08 ","0,00 ","0,00 ","82.604,86 ","82.604,86 ","107.823,22 ","107.823,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","663.154,51 ","663.154,51 ","0,00 ","663.154,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.026.002,82 "
23.,16 ,OBČINA ČRNA NA KOROŠKEM,"70.130,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","70.130,00 ","0,00 ","70.130,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.217,00 ","0,00 ","0,00 ","9.217,00 ","9.217,00 ","616.834,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","611.832,00 ","611.832,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.002,00 ","5.002,00 ","45.873,00 ","0,00 ","0,00 ","148,00 ","148,00 ","0,00 ","0,00 ","45.725,00 ","45.725,00 ","0,00 ","0,00 ","622.490,00 ","2.593,00 ","2.593,00 ","11.800,00 ","11.800,00 ","608.097,00 ","608.097,00 ","0,00 ","0,00 ","5.299,00 ","0,00 ","0,00 ","5.299,00 ","5.299,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","131.288,00 ","131.288,00 ","131.288,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","854.905,00 ","854.905,00 ","19.467,00 ","835.438,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.356.036,00 "
